cA,cH,cV,cD
212.98633022667198,-0.11927050666051457,-0.1294709071574519,-0.22082812423025477
213.6669854854786,-0.12027718812529738,-0.12877711333323927,-0.22330262602977585
215.90409502110194,-0.12002737432380042,-0.12737047588460457,-0.21765120635590973
217.8324770370818,-0.12125463163372847,-0.12543672788778604,-0.217855536353435
220.68108260047174,-0.1178959307520049,-0.13256651302133302,-0.21049169096052275
214.76190905359334,-0.12125733432242397,-0.1355898171001678,-0.22043643098828566
199.15697943516372,-0.12460288998690108,-0.139933758611698,-0.2373145616091447
199.27036957451824,-0.12494907561872733,-0.13912693897949693,-0.23412913633443658
199.45115447490534,-0.11737785640500283,-0.14512575937365588,-0.23236272778967532
202.0025724494665,-0.11921751075092038,-0.13587670466809534,-0.22590351442365447
205.2019067188811,-0.11680253595696254,-0.13728249837089693,-0.2236127518484495
206.94291913796414,-0.11739177755370077,-0.13041927401917244,-0.22019412803536453
213.48575559976743,-0.11504324124493971,-0.13272348149609506,-0.21122678228960245
197.07702883503237,-0.12074336278245944,-0.13826643054204407,-0.22441534129840254
161.20445448293438,-0.12962589707996638,-0.15560937695619062,-0.18613858546366627
145.66156397927898,-0.13174637930742517,-0.15230308838155154,-0.15616833699638366
151.77787160615443,-0.12166960964593883,-0.14091433361047107,-0.17065594147113716
151.27944042421373,-0.12223876936799735,-0.13625318306503761,-0.17092463692040907
152.04808726446777,-0.12095731842236797,-0.13702245182857276,-0.17144492689748436
181.099608861874,-0.1217859973463074,-0.1352665347257471,-0.20719060306589387
208.79773075526896,-0.11738874273231395,-0.12928136605347246,-0.22969338548219964
215.0426107695287,-0.11551538269272861,-0.1298632566432258,-0.2296945030150015
214.79212076659545,-0.11397312704514956,-0.1246768176372891,-0.2265495316167192
215.64018334562334,-0.11474120251050937,-0.12295619299043782,-0.23058805308687766
217.38459973518968,-0.1134740607666455,-0.12531623411026258,-0.22916061170028668
218.3090325758834,-0.11451835728450803,-0.12420339465828079,-0.22404859951117975
219.0885029415849,-0.11265514930471693,-0.12008489329645144,-0.2227322919678294
218.97291012261124,-0.11448907278769226,-0.12657761603737921,-0.2201052468019562
219.26712953870765,-0.11405969312655599,-0.12401712598804712,-0.2224095289542136
218.33874879395043,-0.11191372061936981,-0.12279326020487662,-0.22398871812636076
218.11009271871367,-0.10998058077958033,-0.1263191778051927,-0.22394462043442467
216.64270963227284,-0.11271719674381242,-0.12799204910020798,-0.22478618073454423
216.70153510332176,-0.1109919388931774,-0.12641579119856922,-0.22669853584760924
215.25541995653884,-0.1135287742299101,-0.12881525706974498,-0.22671062193506766
216.84853950673025,-0.11485291886622108,-0.12582836191829264,-0.2254740358247394
217.58861843133243,-0.11341014747411843,-0.1253095473085596,-0.22178043615923865
217.7945603488384,-0.11372530836029672,-0.12555794143111618,-0.225264094242452
218.91346689799195,-0.11326070597421602,-0.12393325537453122,-0.22247492843620992
218.37813566906095,-0.11459217772540428,-0.12714904468402077,-0.22220003241724812
218.14370200063203,-0.11080339455479878,-0.1221902264019322,-0.22349383354434726
218.3926962191752,-0.11223426239619595,-0.12463624292588624,-0.22309637257376885
218.7300097748996,-0.11404886824807596,-0.12617821399301507,-0.2207009931590486
217.32683219295564,-0.11251316272252927,-0.12337261525707674,-0.22268508405946918
217.82145089265276,-0.11317244125829606,-0.12866851489199954,-0.22140904911002876
219.49579890985032,-0.113056194772436,-0.12509360332421499,-0.2224809144199086
219.37805205365686,-0.11090052930388998,-0.12626185992860028,-0.21913004479245476
218.85027484665662,-0.1120081268786852,-0.11765571390251484,-0.22042988068108513
217.0213400033376,-0.1136040342911663,-0.12174757840158792,-0.22082890851168083
216.4544050307248,-0.11332005275865609,-0.12481121326353263,-0.22145480039552046
216.27000488845437,-0.11157683865975956,-0.12054514363255968,-0.2241813573494304
216.06773231118896,-0.112644891474836,-0.12310132403652618,-0.22158168542613227
218.11096771513743,-0.11239737585147742,-0.12333979292865123,-0.21857770791251704
218.3045809337115,-0.11157439511028515,-0.12168316525156249,-0.2208822332733649
218.53205462562164,-0.11193003619801913,-0.1205792757444672,-0.2201530824880442
217.66104047922576,-0.11563444704873845,-0.11988886763696699,-0.22366083655317343
217.80611644843628,-0.1122190072616722,-0.12323408412263089,-0.2216505371640152
218.18432999451545,-0.11274827818963977,-0.12155471304021263,-0.2212979509746398
217.73102612962956,-0.11283398640432413,-0.12396194717819031,-0.22047697272741915
217.76214118102743,-0.11304986225356693,-0.12173764349635946,-0.22092566577688724
217.53157243837947,-0.11101917178698326,-0.1226878558529497,-0.2207673604919712
217.57651063443268,-0.11285025309823411,-0.1233994692848839,-0.22245040375955472
216.13128118078382,-0.11157937514131426,-0.12517640806438132,-0.22024837059493566
216.24263813975156,-0.11441656942934433,-0.11965267204774088,-0.22324172023988853
215.65705485174942,-0.11503218685113042,-0.12233791929254319,-0.22168129019586513
216.26665073846306,-0.11282346350778487,-0.12425083095280087,-0.22347523292531604
217.11700521727695,-0.11224898559814686,-0.12416834958588478,-0.21943400367611943
217.32639379896185,-0.11288183509261675,-0.12032518645633498,-0.2205228585125039
217.55927671867755,-0.1122165046181271,-0.12322726609145138,-0.21415107254989602
216.55076961691293,-0.11358160701731203,-0.12171287006449776,-0.22309196427221456
217.26343230604394,-0.11257883665390564,-0.12307451322945061,-0.22011908644301165
216.85277826441387,-0.11256022851150976,-0.1239814739555677,-0.2230856907691549
217.13220913394352,-0.11131669234256142,-0.12528427205293574,-0.21988733123322388
223.39910698266652,-0.10747013030892637,-0.12258854328345377,-0.2197534901201329
223.44083667172663,-0.1084914345097301,-0.11933745952308074,-0.21982536319995477
224.1671303518624,-0.10732692624438055,-0.12291853838572561,-0.21847915187807276
224.23405475383368,-0.11079816226366271,-0.1154163993351742,-0.2164512317398825
229.2375122590669,-0.10997672304049001,-0.11775903905109543,-0.2135581763155206
230.49183964845932,-0.10949118265497246,-0.11704784085542286,-0.2109088057916135
230.21394446506926,-0.1096432635067364,-0.11521124438590535,-0.21202195651951142
230.3395988999903,-0.1088485117338939,-0.11447128877043092,-0.21054775124761946
235.7364077842308,-0.10687772567849663,-0.11315826593284344,-0.1900887093820156
217.05398432157446,-0.1188480537786859,-0.13260376317278025,-0.18280514230052364
218.67981169352512,-0.1150581750612232,-0.13137701102450686,-0.18264971855379708
224.78447715980133,-0.11558600933638713,-0.12688717419465803,-0.18120570609746425
225.05262645428172,-0.11700427828023859,-0.128680566254738,-0.18272213503256945
224.6284712298928,-0.1144630277809981,-0.12780070029286597,-0.18077258346922503
223.1466389953796,-0.11811304318793063,-0.12489501534296446,-0.18377397749406388
223.36845354048882,-0.11657884077610038,-0.1292048616578692,-0.18222283996892405
223.79959469368976,-0.11848311058601772,-0.12493808445484517,-0.18541024659923877
224.36241338084483,-0.1168359087304596,-0.12295209461133137,-0.18251942939320484
225.11730334809045,-0.1170397653521388,-0.12809888483991252,-0.18278596111431542
223.52829142101814,-0.10976326545601502,-0.12446597510310059,-0.17772613127885106
216.04508105457307,-0.11748581035808084,-0.12693410323619198,-0.17803372551065974
206.79520840975624,-0.12132562936707683,-0.13123066253519144,-0.18523923613031662
206.7387590001389,-0.1230474620562732,-0.1343967030841258,-0.18608901845238518
217.90353132443047,-0.11116382739453975,-0.12665535942404188,-0.18496332878675228
246.28050834800237,-0.09919179943424539,-0.10560031735579667,-0.19724891623365504
230.58358748270211,-0.10805068900418527,-0.11666899858593845,-0.19483315347868788
229.11710510314705,-0.10779279663261693,-0.12012271882831167,-0.19683879623871275
227.06852470150582,-0.11078180814515763,-0.11653349850735904,-0.19742476231675718
226.55241199216835,-0.1089215388523329,-0.12029900766975084,-0.1988209152235399
226.36197090935224,-0.11347491398113697,-0.11951781289513191,-0.20117714207795034
227.25346523823728,-0.10825678973249926,-0.11760066355790716,-0.19766947296526366
205.41427398176256,-0.12137424868266432,-0.129703996217513,-0.20308613762474986
198.95032368316095,-0.12513886162364682,-0.13841937943073052,-0.19743229362312642
199.30852251021082,-0.12345609490725987,-0.1406015601290919,-0.19747156902380786
199.44537285585739,-0.12213040368355639,-0.13762451771281414,-0.20009044359240002
199.93165964217908,-0.1247977805765407,-0.13735111216521534,-0.1994534236616792
200.01867914364928,-0.12484064737444717,-0.13874022977934594,-0.19977584438288803
198.38796477564168,-0.12406334494624631,-0.13917275346627028,-0.1987255067092989
197.00431628695583,-0.12539500044161833,-0.13799435606233026,-0.19913006157119642
196.68315724380423,-0.12340191177296503,-0.1389939522100672,-0.19893561772971283
196.6553181261906,-0.12596296792689465,-0.13883176176040748,-0.2027998912357366
197.45215985301664,-0.12297488209545714,-0.1398897919354247,-0.20266924249863894
199.15776739869082,-0.12252320413160428,-0.1403422482637512,-0.20049950950876652
199.94129953465387,-0.12275748852388065,-0.1364018696076549,-0.20078820975300718
199.85326208335468,-0.12581445206896455,-0.13369429235258845,-0.19687771714274657
198.99572457266163,-0.12359653635194508,-0.13889894602630506,-0.199257253439308
198.46949190813044,-0.12583800643302556,-0.13860231468514525,-0.20159805752032453
198.1604800676066,-0.12502481526485676,-0.14022390411166083,-0.19921032978019218
197.87275740624204,-0.12447927455803091,-0.14098857966115796,-0.20055088469016807
197.2353262010321,-0.12406774424590004,-0.1401195695656111,-0.1971833885002237
196.09092012497086,-0.12425091994467773,-0.13887824194148343,-0.20227084106365711
194.32592951118434,-0.12618497802046685,-0.13878344754035435,-0.2033948238908399
193.42458276243792,-0.12595131325927278,-0.1438218753441271,-0.2036714914385542
194.34868845479318,-0.12572212039989641,-0.14103842917971843,-0.2016283498186818
196.65519663451053,-0.1259052880016441,-0.14190847708152,-0.19812401888095119
196.64765272696272,-0.12478255473470343,-0.14283736138021144,-0.19119304361371192
195.39621102829722,-0.12580936616094213,-0.14007923456838345,-0.1952352710392688
192.6855450979182,-0.12312531944560504,-0.1416129333467101,-0.1966290410579299
190.1404829225568,-0.12575724585076586,-0.14122906695972465,-0.19825636887075263
188.57284234438237,-0.12676406261310577,-0.1431144342364464,-0.19571938991513443
186.65032612801178,-0.12565440032618932,-0.14294397286961322,-0.19505626882255983
185.7292138245821,-0.12676896946830593,-0.14559388508963622,-0.19910296378977924
185.63797919381864,-0.12763469347597614,-0.1474984874102567,-0.20071201747041498
184.39602866034443,-0.12786758532289078,-0.14625035580806214,-0.19990003245658858
183.69363619160166,-0.1248116578420965,-0.14684558623098826,-0.19773601718141648
183.13447113763607,-0.12719979757701969,-0.14585810838414612,-0.19799006117564655
182.66436234566436,-0.12687075895852798,-0.1488893740313715,-0.19848447441585437
182.35915508028347,-0.12545116232381506,-0.14676240701362422,-0.2001881168066215
181.89773081009415,-0.1244288144885506,-0.14833478283546767,-0.20019432819843844
180.83559300520787,-0.12567136576493312,-0.1500511234423808,-0.19693563428137428
180.20670859107483,-0.12533062674680473,-0.14124207230544533,-0.19748673762044663
179.5297549982262,-0.1269119005724925,-0.14257911844452353,-0.20006343084168648
178.53911923084777,-0.12528490165089035,-0.1479355391255131,-0.1994593961372846
177.86337346534958,-0.12726019882853268,-0.14175266550602514,-0.1989586646451343
176.98489505375667,-0.12689580022127575,-0.14089628736903984,-0.19765545698599746
176.61973027492704,-0.12787708599443967,-0.14359665431525656,-0.1944853693470727
176.2321816681418,-0.12844444622755763,-0.14631979166482884,-0.19779790015533638
175.2716814200486,-0.12574872002665013,-0.14405581447644045,-0.19734577944363135
221.58404473396251,-0.10975641324513502,-0.124470547948092,-0.20143898814834652
235.1325070405017,-0.10365835754635892,-0.11357853184632906,-0.17451174804378689
238.57294189382011,-0.10004700566436471,-0.10638831182658848,-0.16565532155527415
181.27975777302163,-0.1268103711759779,-0.1444976917425827,-0.20211626487789927
180.53862736462975,-0.12787220755851014,-0.1440970206346696,-0.19991131152832825
186.6032859861762,-0.12649734914272118,-0.1399631558178155,-0.21121401023521616
186.43902016784466,-0.12454218152755249,-0.14035226469478315,-0.208901495014584
185.11537263347125,-0.1266962713871249,-0.13997754437579188,-0.20471631973527646
184.52043639832388,-0.12624064498947038,-0.14006111171399954,-0.207894172623831
183.50386799696207,-0.12645050110294173,-0.13682196984853437,-0.20577377094952892
182.37656564035981,-0.1279764706315652,-0.14361227823432454,-0.20726957853304667
181.68565847094484,-0.12637503222660898,-0.13923025894131302,-0.20639131404900501
182.14152293465662,-0.12444947015539107,-0.14331210241441525,-0.20475318936750597
182.9804173706148,-0.12726628397430884,-0.14196457028359527,-0.21040946990112785
182.3856360730079,-0.12567761891710647,-0.14233351415366707,-0.2112106828146108
181.96449848150561,-0.12414136604192087,-0.14345116129877128,-0.20806878975052157
180.91425523838552,-0.12585391841647453,-0.1435851569597815,-0.20363780597838096
180.8706171740902,-0.12659320858010573,-0.14616350805647083,-0.20241488378369293
179.80600696689086,-0.12782641976720305,-0.14101460681008857,-0.20204008450747277
179.24453609135682,-0.12544637100992062,-0.14516369950282024,-0.20129124211974778
179.07492276360318,-0.12483603349928789,-0.14638407921025504,-0.1997767827063444
177.3714863919499,-0.12784294466681775,-0.1466342494068875,-0.19790882060953136
177.05489937879244,-0.128323173939523,-0.14469751406266226,-0.20217164305233462
176.22804717795154,-0.13019196514490616,-0.14100288327717722,-0.19845841393480304
175.83356654516604,-0.12959862484834092,-0.14293744424579724,-0.19890756727965128
174.95036932096292,-0.127897050877924,-0.14555848635768687,-0.19499627436858805
174.01843191540212,-0.1291276669561541,-0.14448788004806226,-0.19537043995012818
174.53548819238605,-0.13011984715365923,-0.14465650886493914,-0.19447181533737568
174.36950842520955,-0.1312399580712472,-0.14658059143295832,-0.1984998909410904
174.30194312316556,-0.1273782920634994,-0.14035569697012,-0.1977300356647799
173.24824195776628,-0.12768560963720482,-0.14231842033927009,-0.19169374096529246
171.84969347762365,-0.1282907040450597,-0.1450069291852061,-0.1920049081524125
171.41955945929047,-0.12843453889402043,-0.14260665988914864,-0.19153563105513605
171.45886059706544,-0.1271555189337734,-0.14395122556846757,-0.18926098146301593
170.28655141822887,-0.1316629291847115,-0.15019700950585455,-0.18914255251500578
169.4119845813814,-0.13252436468538142,-0.1438706371103005,-0.18798439824858107
169.05354446354815,-0.1333676129725706,-0.1440930234908118,-0.1836940223029493
168.52982946330891,-0.131862013529045,-0.1514292505445558,-0.18588765201706592
168.27538990405108,-0.13023889926629773,-0.14727368905226643,-0.18654034315566662
167.22568755087593,-0.1298785726634017,-0.14598854471533054,-0.1825854577429677
166.53088063567685,-0.13313508880967664,-0.14619201110386468,-0.1867381102036378
165.5501008354915,-0.1322552796157602,-0.1485373697521568,-0.18350756672532242
164.3626201626983,-0.1325202754255677,-0.14551703314708564,-0.18296337203387983
162.4063840296723,-0.13122655460916566,-0.1525420177933555,-0.18044391329358714
161.790214497168,-0.13089818575305695,-0.1481831442075069,-0.18078338572031927
160.0824178030928,-0.1326290480640712,-0.1453647234710498,-0.1794134769032189
159.38688268398516,-0.13073440595154648,-0.14563467871854066,-0.17854261100704918
158.9562214875137,-0.12946812084881332,-0.1418864309320039,-0.1767044901394125
157.13523984315287,-0.12949545274817428,-0.14557246551041705,-0.17777214477035147
157.03042483765051,-0.12691504413152288,-0.14131101706415516,-0.17473278047608315
156.13145664505674,-0.13052823251416174,-0.1441413841912281,-0.17332360454049922
155.18129112561402,-0.13181265373691306,-0.14755168671337945,-0.17555857407534356
154.82386151426238,-0.13057767003793128,-0.1436440826196537,-0.1756290101425106
153.8660289452579,-0.1326344891493137,-0.1459604530499322,-0.17422325282813245
152.66921427716497,-0.13152588794796416,-0.14768980988198413,-0.17195879815668705
182.45870799248237,-0.12375965248270862,-0.1409193484836115,-0.22060253780434813
199.07650344647203,-0.11922250215958088,-0.12661985246033786,-0.22545809158872385
213.97284578902614,-0.11406402966304073,-0.12671755149380015,-0.2003986019338969
212.57149845807743,-0.11135297324280774,-0.12148685047678938,-0.20623440494990364
211.33797042562273,-0.11207534489665585,-0.12040937484686928,-0.2075104871881559
209.079594221126,-0.11191863629130239,-0.12264223408361499,-0.2086951044121484
207.8637212581673,-0.1163603897307646,-0.12476983726819502,-0.21159284821232208
206.74454362390128,-0.11460181931938723,-0.1271965662230581,-0.21229335385951503
205.25664231088183,-0.111944814775327,-0.1255667509594575,-0.21652538585978207
203.95842527260456,-0.11262376138124149,-0.1239214039500361,-0.21617839850590873
202.40228522676338,-0.11561791099579147,-0.12392867869624381,-0.21848951252864468
200.8441701832257,-0.11394043751348308,-0.12235499108552361,-0.2204819420823588
199.08845647321428,-0.11624390276141122,-0.123064123596428,-0.21930413645621988
197.19871531109476,-0.11373272375502443,-0.12583342139427897,-0.22189646812688377
195.8922672151724,-0.11240347385342132,-0.12589671420814433,-0.2255530012285983
192.97833606750956,-0.1143681119998731,-0.12777976815309075,-0.2271354897046405
188.78746474762477,-0.11480892262334762,-0.13308689212583807,-0.2297709062144867
188.1101075379666,-0.11629126009870237,-0.1337441121871564,-0.23556444343658767
187.60727243261397,-0.1171421951450507,-0.12616032073222158,-0.23488711128206227
185.9018851520044,-0.11943656862078755,-0.12944415377025836,-0.2388129286719392
184.52671576127,-0.11577985478157622,-0.1363941890183926,-0.23457990808136261
184.48357202525486,-0.12029459621547188,-0.1258090495522238,-0.23545624728669617
183.6381703458454,-0.11823189113772356,-0.13168492612876778,-0.22998627922818965
181.2567589399782,-0.11725212845882624,-0.12631942653175388,-0.23511411291984746
178.28761148573162,-0.11596219634154187,-0.1303815351139443,-0.23863387774517392
177.60248789767266,-0.11714650736947589,-0.13061367725811504,-0.23684291397402496
176.1524168603301,-0.11725400535868372,-0.13112411370205213,-0.2356451825492767
174.47042036647485,-0.11686597525036348,-0.1315875556553203,-0.23554750767135152
172.64261685595716,-0.11752932701608236,-0.13123010326290194,-0.2384133448000397
171.13048451363863,-0.11899491170106655,-0.13205255316923578,-0.2378124152999804
169.46528664361736,-0.11385637100883454,-0.13392090629715778,-0.2389224121134796
167.78505148665243,-0.11890030894830741,-0.1298896136168935,-0.2352528818413354
165.58574522118178,-0.11985131851026697,-0.1334563560372874,-0.23527506863169614
163.23331397787635,-0.11964840943824376,-0.13700821727349635,-0.23539365568981704
160.08754721586126,-0.11849734321396213,-0.13381915537543712,-0.23498334283139855
173.6775037156364,-0.11182090325282347,-0.13195598939078626,-0.23903475029083623
190.8673827653802,-0.10434286112818877,-0.1243176601483859,-0.22502868454106453
192.33026892396333,-0.10390553443950298,-0.11827404535149721,-0.22028095933995168
191.69841360881895,-0.10342123987735295,-0.12204831941073928,-0.22133229264997203
189.98288353025822,-0.1048511910500325,-0.11776571920565873,-0.22738402769902713
188.59515205999395,-0.10011020989582135,-0.11702324308887559,-0.22576391934299236
186.18159344754875,-0.10524017011876824,-0.11547398260963058,-0.2285914237154802
185.6109478225532,-0.10408020898607563,-0.11454765921146037,-0.22606685669272317
184.5322498565838,-0.10531224052912848,-0.11422982952421205,-0.23021253856920396
183.93202981988705,-0.10802332847174098,-0.11655918710075693,-0.2285717982923989
182.63686437139629,-0.10218877098702664,-0.11801977529722277,-0.23316808857979945
180.2889723486232,-0.10420297086924847,-0.12237566647997,-0.23428006740083157
183.03741381458607,-0.10444856883368554,-0.11649881388769333,-0.2316698638606835
183.00055650953743,-0.10034837248498135,-0.11591898648190993,-0.23000880776593796
180.90074129006234,-0.10352711458795424,-0.12206532534511744,-0.23239795980859534
179.03058726189178,-0.10543770060528887,-0.11865787585594804,-0.23610016377819795
175.554660449607,-0.10792940310115154,-0.12110354038405251,-0.23919324887734078
174.8116032827892,-0.10735152476976212,-0.12321432972841238,-0.2373007653348585
171.9608355300661,-0.10749842399622524,-0.11978345191789383,-0.23622347956172735
168.9337711903398,-0.10536473611446659,-0.12510654797993778,-0.23999217871670586
167.04678715661046,-0.10785208681330108,-0.12096716557179521,-0.2438908488171457
162.80302736169295,-0.11256524137925718,-0.12360940569856756,-0.24394119222663657
158.67340953743238,-0.10988779792394034,-0.11840172944683577,-0.24971673310382314
162.41748979597025,-0.105779860217714,-0.11575463673202055,-0.2463567676360979
204.3101966190937,-0.07337323331836865,-0.0863221396055269,-0.1698292418792485
209.90328819287674,-0.06993915272687244,-0.0754104771379703,-0.16466891460434838
207.58139027278187,-0.07335356583237089,-0.07697953687770896,-0.1678014018665873
203.78921104760704,-0.07272046913949139,-0.08190336575483315,-0.1700010110633002
204.97621166804726,-0.0703868566514965,-0.08024361402202124,-0.16525898243852236
204.38487896691822,-0.06900414807276621,-0.08156548484954437,-0.16714801764716072
203.37016004294586,-0.06808469510309081,-0.08128625197337719,-0.16917967966241498
202.388378918829,-0.06789693313997497,-0.08482940599604719,-0.1712018310888641
200.3496669678383,-0.06696022532419245,-0.08247365670295495,-0.17263999183679266
