均值,标准差,对比度,相异性,同质性/逆差距,角二阶矩,能量(ASM),能量(Energy),熵(Entropy)
0.80794644,49.04894,1.5873038,1.3516219,24.34166,555.06647,23.329777,23.03727,8.2317505
0.8049227,48.87302,1.5846641,1.3519081,24.341284,554.9778,23.32948,23.040169,8.23199
0.7962616,48.459545,1.595405,1.3597867,24.337568,554.62915,23.323153,23.03623,8.232779
0.7923245,48.173172,1.6123962,1.3796614,24.327406,553.4206,23.294077,23.002789,8.23555
0.79010767,48.126232,1.6215259,1.3866708,24.324059,553.09955,23.286083,22.993103,8.236321
0.7807929,47.59837,1.619005,1.3867577,24.323812,553.0146,23.285215,22.993473,8.236454
0.7796961,47.538273,1.6522475,1.4177953,24.308474,551.4487,23.245934,22.94485,8.240015
0.7759304,47.35239,1.6809846,1.446172,24.294308,550.116,23.212612,22.90505,8.243105
0.77093095,47.116455,1.6687278,1.4351661,24.299719,550.53534,23.223063,22.917734,8.242155
0.76838696,47.01584,1.6959956,1.4620099,24.286318,549.4209,23.195402,22.882769,8.244632
0.76372564,46.743996,1.7104596,1.4726576,24.281294,548.78,23.179754,22.864996,8.246136
0.7583489,46.38782,1.7243363,1.4882091,24.273388,547.7938,23.155622,22.836458,8.24838
0.9087216,55.204796,1.642238,1.411721,24.311216,551.89685,23.24942,22.935246,8.238915
1.0009395,58.9977,1.8571,1.632299,24.200487,540.7676,22.98768,22.63791,8.264967
1.1019651,60.737064,2.6054964,2.377286,23.828356,502.4821,22.042482,21.489729,8.352807
1.090962,60.59701,2.5491288,2.3262367,23.853449,505.363,22.113316,21.575157,8.346209
1.0820818,60.366028,2.509839,2.279244,23.877537,507.7741,22.174904,21.653587,8.340667
1.0656455,60.103817,2.4126318,2.1835268,23.925259,512.5421,22.292128,21.796072,8.32972
1.0565157,60.014854,2.3281238,2.1012323,23.966223,516.71844,22.397984,21.929195,8.320139
1.0485405,59.80884,2.3018036,2.0752172,23.979204,518.03015,22.429873,21.96713,8.317195
1.0379083,59.675613,2.1962209,1.9710847,24.031147,523.4132,22.561546,22.123323,8.304809
1.0296396,59.430363,2.153394,1.924412,24.054794,526.00354,22.627748,22.208166,8.2989025
1.019712,59.36419,2.025664,1.7961011,24.118961,532.45123,22.784847,22.395647,8.284097
1.0097547,59.140976,1.9607573,1.7364227,24.148403,535.2579,22.853674,22.477827,8.277623
0.99950176,58.78643,1.9062555,1.6760904,24.17901,538.4687,22.931505,22.57023,8.27027
0.9884161,58.455376,1.8529623,1.617645,24.208622,541.7378,23.00875,22.65949,8.262749
0.9810096,58.171368,1.8267334,1.5957794,24.219229,542.62195,23.02857,22.680492,8.260726
0.9649837,57.591812,1.7453072,1.5113045,24.261696,547.0432,23.135426,22.807411,8.250516
0.94218487,56.543842,1.7083585,1.4794189,24.27723,548.49805,23.170847,22.849255,8.247111
0.9380768,56.291317,1.7576123,1.5303265,24.25165,545.9764,23.11013,22.777813,8.252902
0.93529904,56.167355,1.7782876,1.5446624,24.244968,545.3125,23.090754,22.750689,8.254396
0.9257547,55.769432,1.7562177,1.5224228,24.256104,546.59875,23.119667,22.78148,8.251474
0.9179835,55.318127,1.7783377,1.543029,24.245913,545.4727,23.090593,22.743832,8.253956
0.9172008,55.271152,1.7809286,1.5451195,24.244915,545.35876,23.088152,22.741665,8.254241
0.9121404,54.979588,1.7714492,1.5356824,24.249636,545.858,23.09977,22.754175,8.253036
0.89935786,54.41482,1.7342949,1.4993974,24.267708,547.681,23.144543,22.808882,8.248854
0.8825283,53.508648,1.7092235,1.476425,24.279028,548.5861,23.168049,22.838753,8.246706
0.8780553,53.33257,1.7027272,1.4691443,24.282722,549.24176,23.185425,22.86222,8.2452545
0.8709662,52.939373,1.6790214,1.4425253,24.29627,550.6652,23.219223,22.901215,8.241975
0.8613427,52.354507,1.6610696,1.43453,24.299503,550.9001,23.225483,22.90854,8.241388
0.85149634,51.520367,1.6520736,1.4198265,24.30728,551.6341,23.242907,22.928665,8.239679
0.8433133,51.11984,1.6287112,1.4001956,24.316813,552.4884,23.264372,22.955997,8.237729
0.8346649,50.611923,1.625374,1.3943989,24.319899,553.14496,23.27997,22.97467,8.236195
0.8254393,49.91672,1.6110266,1.3854581,24.32396,553.26416,23.283134,22.97847,8.235995
0.81363237,49.241142,1.612498,1.3827316,24.325642,553.64124,23.292562,22.98933,8.235034
0.80163693,48.56416,1.6078124,1.3733815,24.330671,554.1875,23.307585,23.01041,8.233835
0.7842782,47.73381,1.5945888,1.3606666,24.336987,554.7724,23.324623,23.03069,8.232272
0.8546697,51.64639,1.7203567,1.487219,24.273659,548.4272,23.16662,22.840042,8.247093
0.9517751,56.257298,1.9561497,1.7244835,24.154926,536.012,22.874744,22.505041,8.275822
0.9598802,56.41792,2.0324068,1.801665,24.116255,532.16547,22.781137,22.394657,8.284697
0.9565084,56.20512,2.0528073,1.8214532,24.106441,531.16925,22.758211,22.367401,8.286946
0.94601166,55.801086,2.0460973,1.8135746,24.110426,531.4887,22.7676,22.380035,8.286052
0.9378852,55.355865,2.0163288,1.7822032,24.12625,533.20685,22.805782,22.422,8.282258
0.9235739,54.586674,2.0214756,1.7871293,24.12381,532.7552,22.79187,22.400455,8.283217
0.91964304,54.34687,2.031385,1.8007007,24.116735,532.15125,22.77794,22.38573,8.284649
0.91249037,54.042477,2.043135,1.8071164,24.113941,531.79083,22.76729,22.370138,8.285463
0.9089773,53.909695,2.0209243,1.7893895,24.122463,532.75415,22.79035,22.39653,8.283253
0.9014516,53.63743,1.9893177,1.7589617,24.137596,534.3304,22.830893,22.44827,8.2795925
0.8871093,52.867996,1.9686825,1.7371732,24.14856,535.5988,22.860552,22.48142,8.276673
0.90346014,53.449265,2.0561428,1.8238236,24.105291,530.8983,22.748062,22.349571,8.287513
0.9032197,53.429543,2.0675817,1.8330659,24.100851,530.6083,22.740055,22.340113,8.2882595
0.8904691,52.94594,2.0026875,1.7722638,24.130943,533.6063,22.813879,22.428438,8.281205
0.87915814,52.364834,1.9748855,1.7423584,24.14605,535.3236,22.856134,22.480078,8.2772875
0.8590708,51.260757,1.9043092,1.6696916,24.18253,539.1691,22.948118,22.586779,8.268377
0.8537381,50.8795,1.9138141,1.6799979,24.177324,538.62195,22.936546,22.576294,8.2697115
0.83707803,49.96377,1.8558435,1.6236176,24.205378,541.30145,23.001661,22.652565,8.263493
0.8194458,49.147686,1.802349,1.5744396,24.229641,543.9229,23.06571,22.729586,8.257472
0.80924225,48.515453,1.7818975,1.5509351,24.24163,545.237,23.0968,22.766191,8.254492
0.78579557,47.12672,1.767936,1.5314485,24.251793,546.42676,23.124798,22.798944,8.251742
0.7638847,45.82125,1.7512056,1.5199463,24.257154,546.9252,23.138805,22.818033,8.250426
0.78192365,46.817085,1.8110226,1.5745139,24.230263,544.27997,23.074406,22.740084,8.256651
1.0558746,55.00994,2.6157568,2.395053,23.819103,501.7815,22.044075,21.51665,8.354528
1.0966884,55.239536,2.5707576,2.3562236,23.838118,503.81427,22.092382,21.57227,8.349888
1.079954,55.01798,2.5740118,2.365058,23.833279,503.73682,22.094582,21.581459,8.350137
1.0542988,54.377937,2.571153,2.3549268,23.838886,503.87354,22.100378,21.591711,8.349781
1.064582,54.20934,2.568813,2.350454,23.841291,504.3865,22.112041,21.604591,8.348632
1.061392,54.093464,2.585586,2.36573,23.833763,503.6784,22.093466,21.579763,8.350241
1.0546856,53.949627,2.5696535,2.348958,23.842232,504.30112,22.110191,21.603506,8.348858
1.0480206,53.889885,2.5787518,2.3595445,23.836803,503.98465,22.103315,21.595695,8.349505
1.034341,53.56917,2.5895672,2.3694232,23.831945,503.2265,22.085913,21.57591,8.351227
1.0176264,53.05481,2.6293697,2.4058645,23.81391,501.2521,22.034792,21.509897,8.355733
0.9992786,52.189766,2.67604,2.45308,23.79027,498.9093,21.97649,21.438652,8.361066
0.9850776,51.62173,2.742967,2.5158021,23.759192,495.64557,21.892046,21.32858,8.368508
0.9590689,50.677273,2.8083894,2.5875115,23.722834,491.8528,21.78965,21.189642,8.377084
0.949357,50.23857,2.8626428,2.6366467,23.698675,489.40674,21.730589,21.119541,8.382734
0.93335384,49.725666,2.8712919,2.6447868,23.694601,488.8048,21.713343,21.095087,8.384039
0.91250926,48.76055,2.9242933,2.6977036,23.66819,486.54108,21.653244,21.01477,8.389234
0.89688104,48.416355,2.9274065,2.695228,23.6698,486.67804,21.657145,21.0205,8.388896
0.8722649,47.620403,2.8929157,2.6617973,23.686405,488.39883,21.701925,21.078945,8.384935
0.8590571,47.17639,2.8565106,2.6311464,23.701298,489.87582,21.74004,21.128735,8.3815565
0.84454465,46.809883,2.8109052,2.5812345,23.72655,492.4308,21.804651,21.21017,8.375705
0.8321117,46.21603,2.8085675,2.5788052,23.727764,492.6966,21.81208,21.221365,8.375165
0.8185462,45.723133,2.769033,2.541921,23.745995,494.7487,21.866577,21.295473,8.37045
0.79613173,44.76936,2.6781068,2.4522414,23.790627,499.26807,21.984737,21.446781,8.360082
0.7766891,43.724693,2.6762648,2.4500287,23.791855,499.52686,21.994148,21.463287,8.359501
0.7644544,43.117718,2.657519,2.4268715,23.803774,500.58102,22.023737,21.504133,8.357022
0.7507041,42.429787,2.672163,2.4408622,23.796806,499.74213,22.003319,21.480627,8.358969
0.7365073,42.011837,2.602197,2.3717773,23.831255,503.5331,22.097532,21.595446,8.350272
0.71925193,41.20038,2.5962489,2.365094,23.834618,503.78592,22.099644,21.592356,8.349659
0.7063199,40.51713,2.6407502,2.409245,23.812563,501.36014,22.03605,21.509367,8.355175
0.7008338,40.209877,2.680706,2.4469917,23.79388,499.70007,21.993612,21.455545,8.358985
1.0022968,45.38564,2.6599221,2.4382217,23.79769,499.0541,21.970549,21.414469,8.360335
0.98780274,44.63561,2.6789663,2.4571385,23.788235,498.1891,21.954512,21.403736,8.362396
0.96004045,43.504875,2.7081838,2.4919746,23.770376,496.69717,21.921055,21.365702,8.365852
0.95121664,42.883114,2.7168872,2.4947414,23.76945,496.45956,21.914925,21.35828,8.366402
1.0350872,43.82092,2.4091156,2.1865883,23.923555,511.7311,22.26707,21.74945,8.3311
1.0290616,43.22535,2.3489885,2.1340303,23.949255,514.18256,22.331024,21.832918,8.3255
0.9952674,41.63729,2.4807112,2.2594562,23.88704,508.14035,22.187725,21.666298,8.339342
0.9849894,41.113483,2.4929674,2.2708216,23.881414,507.62018,22.173317,21.646046,8.340578
0.980502,41.042065,2.4915586,2.2745013,23.879187,507.33478,22.167082,21.640055,8.341224
0.9657885,40.419167,2.5278378,2.3074095,23.862993,505.79694,22.13346,21.60594,8.344816
0.94830227,39.737137,2.5438004,2.320849,23.856451,505.2965,22.123072,21.595219,8.345933
1.0994039,44.50398,1.6404744,1.4244349,24.304155,551.57837,23.249071,22.943142,8.239712
1.1157115,45.33236,1.7443539,1.5297348,24.251387,546.3795,23.121674,22.79009,8.251681
1.0901676,43.723186,1.6722625,1.4583856,24.28699,549.72705,23.207754,22.898123,8.243987
1.0803955,43.05664,1.6918651,1.4756984,24.278517,548.9326,23.188013,22.874073,8.245758
1.0670482,42.11548,1.7351696,1.5161195,24.25854,546.79266,23.13338,22.804514,8.250716
1.0701159,42.364285,1.7158555,1.4976958,24.267677,547.70984,23.155304,22.830963,8.248573
1.0678649,42.28819,1.709266,1.493502,24.269579,547.74207,23.158371,22.835493,8.248393
1.0562774,41.547783,1.7408819,1.5312029,24.250256,545.8087,23.10908,22.775259,8.252914
1.0528357,41.35854,1.7408645,1.5252066,24.253721,546.2047,23.119776,22.790321,8.252046
1.0476568,41.107296,1.7495085,1.535144,24.24866,545.78265,23.108927,22.775972,8.253006
1.0375124,40.48657,1.7836018,1.5663664,24.233273,544.43317,23.07683,22.738607,8.256097
1.0308491,40.22469,1.7710786,1.5627353,24.234398,544.45953,23.079445,22.744003,8.255957
1.0197146,39.560734,1.8029307,1.5884176,24.222023,542.96094,23.043375,22.70278,8.259495
0.9988218,38.54835,1.8279638,1.6062634,24.213654,542.50073,23.032835,22.690483,8.260503
0.99276525,38.272495,1.8305628,1.6080779,24.2128,542.45514,23.03291,22.69215,8.260691
0.9898463,38.26738,1.8030813,1.5795999,24.227123,543.8754,23.067842,22.734432,8.257461
0.98415226,37.932625,1.8115009,1.5922811,24.220463,543.1107,23.049078,22.711107,8.25921
0.968002,37.05622,1.8468938,1.6333349,24.199492,540.839,22.995806,22.650826,8.264401
0.9459809,35.51922,1.9542342,1.7329154,24.1503,535.9811,22.875532,22.502966,8.2755165
0.9210531,34.124165,1.9996128,1.7796721,24.126816,533.57996,22.82026,22.440077,8.281001
0.90243906,32.987328,2.0124993,1.7895905,24.122095,533.39,22.822226,22.452568,8.281593
0.8879689,32.39721,2.0249152,1.8049321,24.11419,532.23413,22.797611,22.429344,8.284183
0.8742008,31.626131,2.0983665,1.8715988,24.081385,528.7888,22.712845,22.328188,8.292128
0.8595677,30.958904,2.1972597,1.9743083,24.029734,523.495,22.58304,22.17361,8.304229
0.8402209,30.144491,2.2829864,2.0553493,23.989569,519.31665,22.485857,22.06476,8.313808
0.82207173,29.188646,2.4135354,2.1863225,23.924046,512.5149,22.321009,21.870556,8.329378
0.79990494,27.78999,2.645023,2.4165592,23.809027,500.71896,22.026918,21.511282,8.356439
0.78095484,26.535837,2.8016663,2.581259,23.726063,492.1022,21.809664,21.240595,8.376083
0.76384825,25.503227,2.9159584,2.6891906,23.67259,486.20566,21.660398,21.053257,8.389646
0.77298003,25.386806,2.7550392,2.5308795,23.751541,494.7263,21.876366,21.325651,8.37013
0.8662408,28.594423,2.2837286,2.0654967,23.98384,518.94495,22.483725,22.067286,8.314746
1.0304426,30.327509,2.2949622,2.0873652,23.97228,518.2583,22.445944,21.990753,8.316192
1.053208,29.969864,2.2671185,2.0552812,23.98865,519.9119,22.479513,22.021545,8.312286
1.116156,30.607147,2.189839,1.9754362,24.028776,523.84485,22.57706,22.141787,8.303257
1.2164016,32.107166,2.0791788,1.870805,24.080633,528.9037,22.70597,22.304762,8.291673
1.2160574,31.814194,2.143028,1.939557,24.045902,525.0827,22.609762,22.184143,8.3004465
1.1845689,30.109295,2.1683462,1.9517231,24.040808,525.24835,22.61579,22.195219,8.300142
1.1645614,29.110266,2.1479309,1.9408164,24.045536,525.6468,22.631546,22.222498,8.29922
1.1432104,27.967264,2.1490645,1.9328724,24.050201,526.2252,22.64334,22.23297,8.297919
1.1195827,26.681944,2.136369,1.9212453,24.055939,526.6519,22.647936,22.230274,8.296838
1.0984358,25.575123,2.0646296,1.8494754,24.091816,530.53436,22.748323,22.358755,8.2879305
1.0737561,24.326927,1.9270296,1.7193962,24.156279,536.94415,22.905254,22.547745,8.273289
1.0559675,23.461594,1.8907157,1.677943,24.177402,539.38257,22.963856,22.616062,8.267647
1.0406529,22.714798,1.8605275,1.6489693,24.191801,540.74445,22.995882,22.65158,8.26452
1.0180132,21.539303,1.7693498,1.5580595,24.237225,545.21515,23.110237,22.794811,8.254301
0.9987896,20.725164,1.7367221,1.5230911,24.254885,546.92944,23.153463,22.84741,8.25038
0.9890051,20.305254,1.7187508,1.5028979,24.265156,547.8796,23.181492,22.887308,8.248231
0.9804997,19.949411,1.7197524,1.50719,24.262766,547.60425,23.176765,22.883232,8.248885
0.9766345,19.70453,1.7170483,1.5002964,24.266521,547.6878,23.17988,22.88911,8.248714
0.97061026,19.456617,1.7451752,1.5249293,24.254465,546.4507,23.151348,22.857708,8.251555
0.96281695,19.194437,1.7505559,1.5337361,24.249828,545.92926,23.142502,22.85333,8.252786
0.95524305,18.981657,1.8016192,1.5877337,24.22259,543.0767,23.073996,22.772436,8.259309
0.9510722,18.797659,1.8311234,1.6186118,24.207039,541.546,23.037123,22.729784,8.262862
0.94491476,18.834011,1.8579413,1.6444291,24.194208,540.2132,23.008402,22.701263,8.265905
0.9404383,18.68712,1.9289484,1.7134176,24.15987,536.7567,22.925865,22.60729,8.273857
0.9364959,18.766514,1.9668126,1.7546233,24.139002,534.85284,22.880888,22.556286,8.278144
0.93051034,18.523153,2.1038043,1.8882737,24.072441,527.8206,22.70952,22.352812,8.294283
0.92329067,18.235214,2.2879584,2.0783134,23.976973,517.70917,22.457975,22.047323,8.3174095
0.9173381,18.126396,2.4243188,2.2083132,23.912464,511.27704,22.296404,21.84839,8.332158
0.91216546,17.976654,2.5534532,2.3391438,23.846914,504.5398,22.123669,21.629267,8.347505
0.9031283,17.77601,2.7547882,2.5433962,23.744558,493.9816,21.848974,21.274786,8.371613
0.89373416,17.537548,2.9290628,2.722861,23.65444,484.86008,21.60626,20.951233,8.392384
0.8872508,17.431305,3.045898,2.837474,23.597301,479.0159,21.450756,20.743864,8.405759
0.88469636,17.353214,3.0998778,2.884771,23.574165,476.85986,21.392649,20.665192,8.410689
0.8826629,17.337418,3.130983,2.9175217,23.557667,475.41663,21.353838,20.612614,8.413952
0.8775063,17.183535,3.207968,2.9944556,23.519196,471.40875,21.24791,20.470999,8.423092
0.8729711,17.06521,3.2521398,3.0373554,23.497843,469.27475,21.191904,20.398659,8.428024
0.8653344,16.890312,3.2879078,3.0765157,23.478003,467.40073,21.144766,20.339872,8.432179
0.85622674,16.650469,3.3058748,3.0919385,23.470488,466.66696,21.128824,20.32528,8.433889
0.8458701,16.37035,3.2699904,3.0539849,23.489626,468.8249,21.191444,20.418665,8.42897
0.83481145,16.031544,3.1435938,2.9335246,23.549404,475.20657,21.362392,20.647434,8.414394
0.823155,15.693935,2.9714968,2.7596807,23.636448,484.18356,21.597689,20.952972,8.3939
0.8130769,15.452521,2.7471592,2.5408556,23.745438,495.54434,21.887922,21.317385,8.367913
0.800276,15.04889,2.3989964,2.1897244,23.921238,512.8284,22.320244,21.849642,8.328348
0.79181534,14.828297,2.1742508,1.9632828,24.034575,524.49835,22.605555,22.191504,8.301606
0.7827242,14.658593,1.9311289,1.721857,24.155159,536.4523,22.891714,22.526348,8.274086
0.7741381,14.422575,1.7274852,1.5190614,24.256508,546.20807,23.122862,22.794605,8.251625
0.76978636,14.337592,1.6360276,1.4348633,24.298048,550.40027,23.221695,22.909027,8.241941
0.76617444,14.284589,1.5890486,1.381473,24.325232,552.89105,23.278185,22.970545,8.236148
0.7643827,14.240123,1.5615298,1.352682,24.339725,554.64075,23.31934,23.019083,8.23213
0.7635736,14.218162,1.5414541,1.3317581,24.350254,555.6238,23.34279,23.045353,8.229878
0.7628542,14.2305355,1.5249568,1.3224696,24.354351,556.013,23.352375,23.05667,8.22898
0.7613195,14.183006,1.5174276,1.311972,24.359827,556.5104,23.363653,23.06937,8.227839
0.7562227,14.098704,1.4749511,1.2652552,24.383505,558.5643,23.41073,23.121756,8.223081
0.7540941,14.061377,1.4518249,1.2392116,24.396742,559.6766,23.437626,23.153505,8.220478
0.75069493,14.045678,1.4351835,1.2276077,24.402168,560.3251,23.45393,23.173752,8.219006
0.7481397,13.982563,1.4229084,1.2140605,24.40903,560.8859,23.46884,23.193335,8.217707
0.7433878,13.931482,1.4293835,1.2222317,24.404818,560.64764,23.470385,23.20333,8.218364
0.74012405,13.883314,1.4780984,1.2679784,24.382174,558.4705,23.423382,23.15531,8.223436
0.73192143,13.876742,1.7047122,1.491624,24.270569,547.1092,23.158709,22.855541,8.249654
0.720391,14.211024,2.0888948,1.8736863,24.07971,528.2177,22.694124,22.2962,8.292971
0.70496154,14.781354,2.4782062,2.2714784,23.880165,508.23633,22.181717,21.645458,8.338661
0.69037217,15.249997,2.6850376,2.4732215,23.77968,498.09488,21.921402,21.310413,8.361901
0.6797875,15.449973,2.7350025,2.5232375,23.754663,495.613,21.863972,21.24692,8.367599
0.6675648,15.597574,2.702422,2.49103,23.770744,496.82452,21.903675,21.311972,8.364833
0.6576883,15.575353,2.6367047,2.4231925,23.804829,500.30124,22.001078,21.449062,8.356919
0.65449196,15.657282,2.604848,2.3900635,23.82149,502.14154,22.048164,21.507912,8.352693
0.6539722,15.612218,2.6010978,2.3939462,23.818975,501.7007,22.038372,21.497759,8.35371
0.6515723,15.572093,2.5651824,2.3559105,23.838135,503.59396,22.086708,21.557775,8.349417
0.64507514,15.563065,2.471011,2.260094,23.886185,508.70624,22.21554,21.717663,8.337698
0.63650227,15.466046,2.3519993,2.1410313,23.94572,514.67883,22.360807,21.89117,8.3240595
0.626603,15.378741,2.1656585,1.9618993,24.03472,523.2704,22.568712,22.135508,8.304349
0.61992973,15.264646,2.0633078,1.8565801,24.087608,528.7286,22.701721,22.295448,8.291826
0.6136357,15.186284,1.9395188,1.7340634,24.148779,534.7595,22.846987,22.467579,8.277936
0.6086021,15.046903,1.8362305,1.6248385,24.20384,540.15326,22.977453,22.623348,8.265532
0.6014679,14.9109955,1.7150502,1.5091707,24.261255,545.96545,23.116228,22.785608,8.25215
0.59618556,14.768066,1.5951828,1.3850629,24.32364,552.19104,23.265753,22.962019,8.237827
0.5903013,14.658316,1.5136846,1.3065838,24.36265,555.97546,23.356028,23.066515,8.229064
0.5869574,14.571448,1.4785619,1.2680179,24.382177,557.92737,23.402822,23.122812,8.224589
0.5846251,14.507397,1.4393951,1.2369078,24.39712,559.2952,23.43517,23.159992,8.221435
0.5813187,14.460059,1.4292033,1.2207794,24.405642,560.11743,23.453804,23.180204,8.219466
0.5791056,14.416401,1.4070985,1.2041873,24.413517,560.91534,23.471815,23.199448,8.217637
0.577342,14.3545065,1.4151404,1.2058685,24.413164,560.82385,23.468092,23.192854,8.217819
0.57474655,14.336575,1.3997915,1.1913676,24.420351,561.52277,23.484537,23.211985,8.216257
0.57235616,14.270591,1.3967147,1.1866455,24.422848,561.7085,23.489637,23.219845,8.215805
0.57013583,14.288458,1.3838501,1.1750023,24.428562,562.2761,23.504126,23.23835,8.214502
0.5697973,14.293535,1.3780675,1.1696438,24.431211,562.57086,23.51092,23.245298,8.213811
0.57328147,14.346168,1.3606048,1.1526049,24.439697,563.5183,23.530767,23.26486,8.211647
0.61373544,14.804372,1.3630018,1.1490995,24.441906,563.64685,23.536362,23.274597,8.211348
0.65591305,15.261469,1.7323917,1.5214407,24.255543,544.2798,23.06931,22.721014,8.255894
0.7156811,16.818657,2.2184722,2.006405,24.01323,519.27155,22.461462,21.992313,8.313386
0.75901705,18.185057,2.354483,2.151999,23.939695,511.49033,22.279305,21.785585,8.331233
0.8443391,19.961557,2.3648307,2.1618168,23.934841,510.9489,22.262308,21.759516,8.332479
0.89172643,20.181875,2.187487,1.9875005,24.021753,519.94336,22.481897,22.02361,8.311823
0.90531427,20.171953,2.127649,1.9242704,24.053646,523.2769,22.561424,22.115934,8.304124
0.90073025,20.362852,2.1178193,1.9178712,24.05658,523.6666,22.572035,22.13106,8.303267
0.89623237,20.458494,2.10618,1.9023391,24.064638,524.3632,22.589706,22.15279,8.301652
0.8905362,20.601187,2.0603344,1.8586138,24.086327,526.2961,22.63782,22.211401,8.297158
0.8858735,20.743835,2.0560076,1.8547109,24.088247,526.5325,22.642826,22.216995,8.296642
0.877687,20.914862,2.0132055,1.8102127,24.110641,528.6316,22.691486,22.270832,8.291792
0.87188,21.053356,2.0060039,1.8043215,24.113472,528.86707,22.696959,22.276955,8.291272
0.86954004,21.120726,1.9726058,1.7763977,24.127035,530.0277,22.725231,22.311434,8.288591
0.8661584,21.191776,1.9468191,1.7464088,24.142336,531.5252,22.762243,22.355455,8.285107
0.86316323,21.285643,1.9304203,1.730858,24.15004,532.6145,22.787922,22.385025,8.282641
0.8608206,21.270016,1.9221214,1.7204559,24.155409,532.9716,22.7979,22.398808,8.281846
0.8586162,21.369385,1.914087,1.7119806,24.159681,533.41437,22.808865,22.411818,8.280734
0.8551943,21.418064,1.8891218,1.6882875,24.171432,534.36127,22.83052,22.437296,8.278616
0.85345984,21.434507,1.8728772,1.6715807,24.179829,535.2442,22.853125,22.464062,8.276582
0.85206133,21.482397,1.864422,1.6648215,24.183077,535.3236,22.853743,22.46239,8.276427
0.85164195,21.51534,1.8688171,1.6637042,24.184065,535.70905,22.864857,22.478146,8.275462
0.85058,21.453918,1.872287,1.6676744,24.182032,535.3862,22.856274,22.467682,8.276261
0.8496016,21.671318,1.8401202,1.6397481,24.195662,537.1813,22.90348,22.526724,8.271948
0.8478457,21.521072,1.8386158,1.6381673,24.196457,536.65063,22.888874,22.510809,8.273428
0.8454667,21.552656,1.83227,1.6275599,24.202091,537.1256,22.901363,22.525356,8.272243
0.8436419,21.60606,1.8469248,1.6436225,24.193954,536.4836,22.884464,22.503807,8.273703
0.84202206,21.649105,1.8249698,1.6228709,24.20424,537.24225,22.903381,22.527124,8.272001
0.8396603,21.742346,1.8290333,1.6218383,24.205145,537.62836,22.911024,22.533285,8.2710085
0.8386775,21.70933,1.8427268,1.638462,24.196606,536.7495,22.890633,22.510866,8.273065
0.83664805,21.850634,1.8100423,1.610056,24.2105,538.21704,22.927391,22.55653,8.269602
0.8345748,21.823372,1.8354965,1.6295356,24.201202,537.0414,22.896948,22.51748,8.272377
0.832534,21.835447,1.8298852,1.6265066,24.20251,537.1233,22.897606,22.51606,8.272171
0.831369,21.886368,1.8345323,1.6340837,24.1985,536.76794,22.889055,22.50637,8.273017
0.82978135,21.924477,1.8397259,1.6367713,24.19736,536.5834,22.883148,22.49703,8.273457
0.82937187,21.916204,1.8298919,1.6295198,24.20078,536.8378,22.890968,22.507965,8.272859
0.8281797,21.942205,1.8387994,1.6350518,24.198277,536.47125,22.8813,22.49651,8.273723
0.8275994,21.960987,1.8484008,1.6454463,24.193014,535.90515,22.867292,22.478903,8.27502
0.82639647,22.020407,1.8429164,1.6403477,24.195536,536.31836,22.876474,22.488297,8.274054
0.82520527,22.070566,1.8340598,1.6344976,24.19824,536.3817,22.879454,22.493313,8.273825
0.82476175,22.056555,1.8512814,1.6465925,24.192574,536.06885,22.869566,22.479643,8.274659
0.82399714,22.083302,1.8362148,1.6378865,24.196442,536.257,22.874483,22.485704,8.274189
0.8242808,22.08289,1.841799,1.6426226,24.194141,535.8771,22.866087,22.476233,8.275073
0.823339,22.14137,1.8274711,1.6350794,24.197392,536.3878,22.878895,22.492134,8.273884
