cA,cH,cV,cD,mean
168.3085939,-0.061662515,-0.08108874,-0.191731955,41.99352766
164.7025423,-0.060476597,-0.078032599,-0.195081025,41.09223803
161.3959899,-0.063666123,-0.078727486,-0.198302332,40.26382348
157.4427715,-0.058472372,-0.076969252,-0.202871639,39.27611457
154.2355182,-0.056030787,-0.075991091,-0.207182531,38.47407845
151.422392,-0.056741116,-0.073407952,-0.209397797,37.77071129
153.2735561,-0.057320166,-0.073415436,-0.204417743,38.23460068
172.6720423,-0.05575062,-0.07829634,-0.188491486,43.08737595
198.9742613,-0.060317403,-0.078162758,-0.169385882,49.66659881
202.8016404,-0.059908325,-0.081294938,-0.169363988,50.62276829
213.4654709,-0.059563456,-0.073675738,-0.161506709,53.29268124
232.1129489,-0.055474422,-0.071129416,-0.149746585,57.95914962
232.1667174,-0.055707656,-0.073300202,-0.149612345,57.9720243
226.8999834,-0.056233841,-0.076466607,-0.150503387,56.65419489
223.6840814,-0.055759417,-0.076647693,-0.158962919,55.84817783
220.2335803,-0.056894302,-0.07504056,-0.163832547,54.98445321
216.3413195,-0.060237294,-0.077721591,-0.167551983,54.00895217
212.858506,-0.056824863,-0.075649717,-0.16630097,53.13993262
208.4732088,-0.053895525,-0.072723235,-0.172333295,52.04356418
205.2422558,-0.053529788,-0.072660325,-0.173695718,51.23559249
202.3565724,-0.053141182,-0.076147114,-0.174158776,50.51328133
198.1268964,-0.050572496,-0.063759228,-0.179197808,49.45834172
194.2195292,-0.048538286,-0.066917101,-0.183122355,48.48023785
192.1501895,-0.04756461,-0.064540235,-0.185487073,47.9631494
190.4151166,-0.046754897,-0.06059934,-0.188841998,47.52973008
189.4921616,-0.045059457,-0.063811057,-0.185888185,47.29935073
188.1921071,-0.045362833,-0.061849232,-0.186219603,46.97466887
186.5658481,-0.043302072,-0.057782383,-0.188779557,46.56899601
184.8172764,-0.043706535,-0.0507424,-0.191777587,46.13276247
183.9153432,-0.044029269,-0.057089256,-0.190030234,45.90604861
182.6686848,-0.041224126,-0.056780667,-0.193019023,45.59441526
181.6394711,-0.038756456,-0.05010803,-0.187147091,45.34086489
180.6760792,-0.038277877,-0.053118387,-0.19223757,45.09811134
179.4033846,-0.037955875,-0.054193745,-0.189853256,44.78034543
178.096588,-0.035926262,-0.049594137,-0.192199538,44.45471702
177.1937092,-0.037302919,-0.043937557,-0.195199437,44.22931731
176.3332919,-0.035349819,-0.047855268,-0.195972896,44.01352849
175.0748756,-0.03555309,-0.043788441,-0.194110023,43.70035602
173.9257667,-0.032932909,-0.041646544,-0.197250473,43.41348419
173.0907974,-0.033975757,-0.049892337,-0.195040096,43.20297231
172.7197124,-0.034717844,-0.046510937,-0.200149685,43.10958348
172.5581593,-0.034896452,-0.044824133,-0.198544304,43.0699736
171.9760677,-0.032843026,-0.050600263,-0.197409214,42.92380381
171.4390605,-0.033007927,-0.051828054,-0.197857896,42.78909167
170.6186828,-0.035706555,-0.04559512,-0.197033423,42.58508692
169.7781372,-0.038621541,-0.048982858,-0.200393531,42.37253481
168.7722455,-0.037672221,-0.053316981,-0.196490584,42.12119143
167.6852043,-0.041773743,-0.049745841,-0.193679481,41.8500013
166.5763541,-0.040575703,-0.052811332,-0.193818002,41.57228728
165.5189202,-0.04413081,-0.057549344,-0.191677142,41.30639072
163.9030003,-0.046512924,-0.062111561,-0.190869342,40.90087661
162.5692303,-0.045854794,-0.065104858,-0.188579743,40.56742273
160.9099244,-0.048887862,-0.062414037,-0.187590437,40.15275801
158.9126224,-0.051668073,-0.068030779,-0.181993824,39.65273244
157.7340011,-0.051446786,-0.070649995,-0.182548359,39.35733898
156.6751603,-0.052764127,-0.075010763,-0.184324859,39.09076513
156.058276,-0.055031132,-0.068775934,-0.180895624,38.93839333
155.792622,-0.054706978,-0.070749016,-0.180071471,38.87177365
155.5770388,-0.055996799,-0.070634826,-0.178802414,38.81790118
155.1364378,-0.057236597,-0.070780822,-0.178614797,38.7074514
153.3897856,-0.058186347,-0.0729496,-0.17451529,38.27103359
152.5824992,-0.058143813,-0.067892028,-0.177929775,38.0696334
151.4610588,-0.058027746,-0.075979851,-0.175311011,37.78793505
150.4360334,-0.05995555,-0.077638219,-0.172611393,37.53145707
148.8290679,-0.062221753,-0.07617544,-0.17363374,37.12925925
147.6731095,-0.067644492,-0.079474144,-0.170895159,36.83877392
145.6360487,-0.070521149,-0.081424066,-0.168176339,36.32898179
143.6965435,-0.069260088,-0.083324789,-0.163489067,35.84511739
142.0202559,-0.073786492,-0.086234172,-0.158947773,35.42532185
140.748225,-0.075519723,-0.08930669,-0.160574986,35.1057059
139.90791,-0.075504615,-0.093444271,-0.159604424,34.89483917
138.9291924,-0.078492788,-0.091119993,-0.15847547,34.65027604
138.0732887,-0.078247343,-0.095210019,-0.154350557,34.4363702
137.8203194,-0.079366791,-0.09501964,-0.155675401,34.3725644
137.744072,-0.078662268,-0.089970368,-0.155113988,34.35508135
137.4956869,-0.080179544,-0.092839341,-0.155660044,34.29175199
136.9253057,-0.081900531,-0.095131192,-0.15507986,34.14829854
136.1237482,-0.084255924,-0.098761733,-0.152488651,33.94706047
134.9859346,-0.085000872,-0.100805762,-0.15084191,33.66232151
134.1216598,-0.088799975,-0.102085109,-0.149694996,33.44526993
133.1926579,-0.088377068,-0.100457975,-0.14969022,33.21353316
132.417687,-0.09046651,-0.105251813,-0.148606943,33.01834043
131.0904611,-0.09260376,-0.103405322,-0.14818509,32.68656673
129.8186321,-0.092480605,-0.107488518,-0.145238214,32.3683562
128.3550588,-0.095338599,-0.107769352,-0.142410084,32.00238519
127.3338424,-0.098688036,-0.110147444,-0.148007217,31.74424991
126.6169424,-0.096773282,-0.116534753,-0.141299382,31.56558374
125.6224615,-0.101167845,-0.115235375,-0.138248639,31.31695242
124.8973516,-0.101966406,-0.112147008,-0.138437012,31.13620031
124.2497923,-0.10371967,-0.116986564,-0.137492006,30.9728985
123.3654581,-0.105403903,-0.114084719,-0.135582563,30.75259674
122.6099624,-0.104147432,-0.11071435,-0.135043026,30.56501439
121.7907845,-0.105209339,-0.115180714,-0.134011916,30.35909564
121.4647887,-0.106452944,-0.118309231,-0.13500941,30.27625428
122.2239947,-0.105561765,-0.117883751,-0.130755303,30.46744846
132.836323,-0.103457897,-0.113437259,-0.12825055,33.12279431
142.0031887,-0.099554465,-0.110898254,-0.122392347,35.4175859
151.4448046,-0.095826966,-0.103573074,-0.11648997,37.78222865
157.2757268,-0.092287446,-0.097749339,-0.113083699,39.24315159
168.8697163,-0.089014569,-0.092168297,-0.108804907,42.14493214
176.1360816,-0.085033542,-0.090710723,-0.105499982,43.96370935
178.5511952,-0.082891388,-0.093256992,-0.102868162,44.56804467
177.9183658,-0.083994593,-0.096131627,-0.101491467,44.40918703
177.3418252,-0.084945628,-0.098547943,-0.099849242,44.26462061
176.5917085,-0.088125842,-0.094495979,-0.101227931,44.07696469
175.9336343,-0.090296307,-0.100073019,-0.100513975,43.91068775
174.7875054,-0.093040757,-0.102765045,-0.101081546,43.62265452
173.9424063,-0.092239451,-0.106849351,-0.097513739,43.41145094
173.5744739,-0.094769347,-0.103724401,-0.095961946,43.32000455
173.0460304,-0.09527304,-0.109109728,-0.096164269,43.18637083
172.5512374,-0.09407242,-0.11025937,-0.097000016,43.06247639
172.1477858,-0.094471683,-0.108517003,-0.096646689,42.9620376
171.766736,-0.097101744,-0.112140272,-0.097250074,42.86506098
171.0965997,-0.097285313,-0.107869275,-0.095304639,42.69903512
170.8262017,-0.09695932,-0.106096601,-0.095050705,42.63202378
170.6223898,-0.094547128,-0.110155812,-0.094938219,42.58068716
170.4688879,-0.097074827,-0.109866694,-0.094906684,42.54175991
170.2998968,-0.095766493,-0.106171217,-0.092976351,42.50124569
170.0760308,-0.095006888,-0.104272916,-0.096004843,42.44518655
169.7786032,-0.097042966,-0.107053135,-0.089599978,42.37122679
169.3355866,-0.098811584,-0.105874131,-0.092757678,42.2595358
168.9441981,-0.096059029,-0.105999607,-0.092723615,42.16235396
168.6344677,-0.094483529,-0.112550186,-0.089626346,42.08445191
168.0845774,-0.0989008,-0.108491941,-0.095008652,41.945544
167.9354047,-0.096668198,-0.109600432,-0.088765847,41.91009256
167.5278137,-0.097351452,-0.107777774,-0.093101778,41.80739568
167.1591205,-0.099766048,-0.108280577,-0.085105149,41.71649217
166.6921477,-0.099254591,-0.108490356,-0.087686057,41.59917918
166.4690447,-0.102431424,-0.107043166,-0.089195968,41.54259353
166.1722117,-0.103299527,-0.111747497,-0.088014736,41.46728748
166.0726704,-0.102075167,-0.108010949,-0.091857035,41.4426818
165.8795175,-0.10246432,-0.110078886,-0.089025885,41.39448711
165.6854696,-0.100633504,-0.111501758,-0.087887704,41.34636165
165.4782683,-0.106330373,-0.110859052,-0.088037496,41.29326034
165.285373,-0.103011756,-0.113706411,-0.086912491,41.24543558
165.1478852,-0.105181599,-0.114732592,-0.086977432,41.21024839
165.0249729,-0.104111724,-0.117029226,-0.090326437,41.17837638
165.0487008,-0.103912056,-0.11423421,-0.087853154,41.18567536
164.8861104,-0.103670299,-0.118322497,-0.084718342,41.14484981
