原始LBP特征,旋转不变LBP特征,等价模式LBP特征,旋转不变等价模式LBP特征
101.71379806909466,12.310042268237082,37.068202904499564,5.551554697676943
101.74627057438667,12.322905924337821,37.11662988832501,5.559627133765741
101.91535327561876,12.338748032457664,37.17226341999566,5.567233550667607
102.12297902871255,12.353048333695181,37.19976448857469,5.570062316815024
102.11651794195072,12.371066187445724,37.20800908461789,5.573412227257925
102.78864185301781,12.45338705628528,37.41795390862462,5.60402871254885
102.35976511615284,12.40093085106383,37.29560542634607,5.586423449033869
102.28036630210595,12.38823299432805,37.26136637334455,5.580649729971776
102.35437600073274,12.389590768155667,37.30387504070777,5.586685081279852
102.50362977637863,12.42605687554277,37.36418657389817,5.596855663808077
102.7163885251574,12.441702653468303,37.43479759756296,5.606714577453322
102.91300579407294,12.46930379532132,37.44156484069692,5.606840093085107
102.85090439101172,12.474777718600738,37.474951150673036,5.612963644566869
103.02229471409575,12.477114599164134,37.5047967325228,5.6154222244083805
102.95150220161203,12.484098526378636,37.4782561129505,5.6128953742401215
103.04080954190187,12.495595927865827,37.527752523881894,5.621231562771385
103.03128561930092,12.492388070587278,37.53381246946917,5.621186614605949
103.2682209685736,12.51820231084455,37.59050313110617,5.629014380020625
103.18721334943552,12.506098957202562,37.569035293638734,5.62569839272145
103.17761182764329,12.499365213173036,37.58027233499783,5.627481053924229
103.30003197256296,12.505309820071645,37.58844145204625,5.628463128935085
103.32103463892206,12.524937751031263,37.620724411772684,5.634206317167824
103.35856805321863,12.530524044724272,37.6184982054657,5.632837518318498
103.43633686020951,12.531759271195181,37.661392748588796,5.639342705167174
103.45776441394376,12.536685759742728,37.66171671461137,5.639937208260964
103.52364485521602,12.547504698355405,37.68922583993704,5.643254043638732
103.48998546393291,12.537813704271603,37.696377686712985,5.643487689291142
103.5612138888135,12.55388648976878,37.7086133406155,5.64596026242944
103.73680516920864,12.56088441028007,37.73950375529201,5.649800362299175
103.78902009607035,12.56628751899696,37.790641622340424,5.657625583478072
99.39134247448979,12.124654407973296,36.006576001411204,5.397756492889709
95.30907249036582,11.62937099706904,34.48595454637972,5.168806651650022
94.21439723662071,11.499199413808077,34.10119231369409,5.111934077154798
103.49615057126574,12.552481647579244,37.640631784628745,5.636745464475684
103.46968373453105,12.546621000461355,37.65979284832284,5.64018866356383
103.51842705167174,12.550337704895789,37.595587362272035,5.630188968872123
103.38315681990882,12.546983978099219,37.574369707989575,5.628723913102475
103.4922612828376,12.534321740664351,37.60807362339883,5.630815698952453
103.4529265496092,12.535143528821102,37.61416325173686,5.6332776711083365
103.47174498955167,12.554346996444854,37.66403917783869,5.641146992374077
103.64637624497938,12.569839272145028,37.7042007876954,5.646080689589666
103.67783699250977,12.572547187092923,37.69007603872666,5.645251692764872
103.53220493649587,12.56677474014872,37.67122961219062,5.643223088770083
103.51614868853126,12.57351781304277,37.65229752971668,5.640631360589449
103.4993448592868,12.566289639193444,37.65623685478181,5.64071532037017
103.67508328131785,12.564507826069258,37.672016629125054,5.640633056746635
103.49217859517478,12.563370976715154,37.705799839882765,5.64846845486865
103.45819735806556,12.557132934623317,37.67414318619735,5.643368958288103
103.6179299928083,12.570885377089665,37.72469884729158,5.650022982929874
103.64751648664785,12.563320940078158,37.70778646398719,5.64610358771168
103.62088215439101,12.568376336571863,37.70890804792662,5.647538536691272
103.74177363764655,12.582556210649154,37.79874374117998,5.660687147199305
103.77936768956253,12.593136415137863,37.777202120874946,5.657910113846071
103.76122559229809,12.576910551454624,37.79372820438016,5.660202894322623
103.68733292851715,12.573294768372774,37.77508362054928,5.655901863737516
103.79634749511507,12.57541666101281,37.77828087684542,5.65628095486865
103.91799546447568,12.589465082908163,37.83451442412071,5.664333037071211
103.71792354741099,12.582840316977855,37.802353163672386,5.662048737380591
103.84463793828702,12.600260275320235,37.80448480921624,5.660469191000868
103.79924156331415,12.59372031724924,37.83321643983391,5.666329838118759
103.91666228492727,12.60163289052323,37.84707022769214,5.667596443497612
103.83679999592923,12.587638321618542,37.853287067819146,5.6684402816977855
103.95104296705384,12.59350151297221,37.87191172180308,5.6692523169507165
103.85275065810899,12.5863577229429,37.86981357536366,5.670485423225141
103.93982585554168,12.590755858526922,37.902988289730786,5.674843275075988
104.06767455153604,12.588784075797872,37.934749257083155,5.676909194528875
103.9962302906535,12.594357224272688,37.93059621621255,5.677788227990664
103.99451632381675,12.599332053300044,37.94415572079896,5.680611057587929
104.09909755956905,12.601280089828485,37.95951951259227,5.681945085214937
104.05985738710378,12.608523529092489,37.95884062567846,5.6833266052431615
104.19700992930417,12.611189464150021,37.98141393359205,5.685344184216239
104.18570376953973,12.611540144648284,37.972386985046676,5.683539897009336
104.23016598594225,12.625924829705818,38.01271863466131,5.690732451557751
104.50419502076096,12.647837060356057,38.07829079936496,5.6982125047492405
104.40880526080113,12.627434409601607,38.04609137537994,5.693502276242944
104.45852980487408,12.650888023094875,38.07011277749132,5.698039920755536
104.5145012958641,12.661700601118106,38.102165907919016,5.703518508467217
104.48702270136778,12.654665789188016,38.113926213770085,5.704501431556666
104.85633803055796,12.68640597861485,38.19934850602475,5.715757130644811
104.67709831605515,12.672599259118542,38.17392650211681,5.7123860182370825
104.8206831103452,12.675853760719713,38.18294369775836,5.712574291684759
104.85343124117998,12.69317025347373,38.21271846504559,5.718038462060356
104.79500541074142,12.68503378745115,38.22556812784954,5.719102376655449
104.85688631336843,12.703691940539514,38.24488608608337,5.722049025727312
104.9772676773502,12.705491987353453,38.269134773257704,5.725711877171081
104.36146508969279,12.693456055959619,37.86566562296461,5.67275148922601
103.60127584943552,12.646363523800478,37.49976847454408,5.621002157511941
101.78878221002496,12.41795390862462,36.782078572785494,5.513375895570994
101.98254484639601,12.443909778006947,36.86127766432371,5.525313025808728
102.2487639254505,12.487630773719061,36.99233760991098,5.545859001845419
102.64615701666305,12.53241313979049,37.115611769973945,5.564389943144811
102.81740316638624,12.552437547492401,37.16594905083044,5.571393376166956
102.9286744701205,12.57202943511181,37.243369721558835,5.582949295077073
103.21015514749783,12.605230439915328,37.295362451829135,5.591472060898828
103.4032948701422,12.631161290979158,37.36365949305254,5.6009251689372554
103.70250378243053,12.66301809121255,37.43855797804494,5.612333946211463
103.86802964204298,12.684722118568171,37.51300231695072,5.62397891337386
104.08980304222753,12.72973431393834,37.6393142945343,5.644898892070126
104.23491989049609,12.733450170294182,37.69030374782892,5.650705262158055
104.5079363194746,12.765627120196482,37.736755556610944,5.657855836816109
104.74855148176292,12.79641873371689,37.88370467867998,5.678789384769866
105.13313901025836,12.83486468057968,37.97729396778658,5.6920613907132
105.07689443796136,12.838643294751412,37.958874124782895,5.689525635719713
105.08576830832067,12.842793367346939,37.985815461490446,5.694857081795484
105.16157932587929,12.845343963715806,38.01635180335432,5.697919917634607
105.32173727203647,12.865546891961571,38.074352746417716,5.706618235725141
105.25884757992293,12.863676454624404,38.053804226145246,5.704713027165654
105.48607878989361,12.878128561930092,38.0953817032132,5.709315973729917
105.51102714190729,12.88269249687907,38.13728357034303,5.715614229401867
105.80223528074794,12.918207484123968,38.2424588851498,5.730561190566652
105.73030931122449,12.910248266527356,38.19484393657729,5.723943633304385
105.81167354741099,12.932129542308944,38.28777342053843,5.737656640116153
105.95053708817304,12.934682682913591,38.30400522077182,5.73898473119301
106.01701712101064,12.945723818117672,38.339995132028875,5.744631238466131
105.99500820940078,12.945066557207989,38.32540181963743,5.74326540789188
106.01840330547113,12.966324919262918,38.374332986186495,5.75281222861485
106.10285836409032,12.962762989171733,38.40811874117998,5.755705872774642
106.2639695505862,12.968431970527572,38.44819215086301,5.758993873480243
106.35427211110508,12.97970971965914,38.48742723485671,5.766784323436822
106.52294391825879,12.991531935247503,38.55986077941815,5.77569466117564
106.43194254097915,13.018231993595311,38.402110952426185,5.755306003717976
105.859536558972,12.948543679439862,38.07888021398719,5.70621412627551
105.76135450024425,12.951500929494138,38.05445639858337,5.704262697432696
105.86206001682588,12.963058968600738,38.06740486254342,5.706061048089449
105.95794802295919,12.96677100860291,38.08831169602149,5.707009623995875
106.01964870888516,12.996519909493053,38.16467650890143,5.721697497150456
106.3877203308185,13.041335350629614,38.26138884742727,5.734797343139383
106.38636510122666,13.032763396249457,38.25700216090426,5.734188846748806
106.546478947297,13.054050592976552,38.29607950227963,5.738499206198437
106.60362036270625,13.051048394756839,38.28830304561984,5.738057357251411
106.64819791779743,13.060714370522145,38.327086951801995,5.7432662559704735
106.86552060152519,13.100921352583587,38.402897969360616,5.755649051508901
106.75514571686388,13.088115789866478,38.37984337684542,5.752936472128745
106.64371115800043,13.068019719523448,38.30576752808836,5.740423072486974
106.90116534479483,13.099882032267693,38.37646378365176,5.750564820343031
107.03652589692793,13.121647121282024,38.47454958545919,5.767015848892749
107.34327210771276,13.154765862462007,38.57704200363656,5.780642775727312
107.40970846450283,13.175798211571863,38.569618771710815,5.780368846341728
107.71713737855515,13.202862519675424,38.68006447093465,5.7968983221613115
107.74898145760964,13.200744019349761,38.694528027301345,5.79780576625597
107.81807442059271,13.22277243676726,38.73663512945072,5.8055482997720365
108.19070573708207,13.267346599544073,38.88005412437582,5.82655011805254
108.53037775116695,13.308169286664134,39.0032010726498,5.843024044724273
108.46767887673687,13.309175531914894,38.92418050165545,5.831191652192792
105.70777035049392,12.934706853153495,37.98678778359748,5.69205036569149
105.10735826910552,12.837986457881025,37.767526816245116,5.65845288414568
105.52430466036148,12.903924992536908,37.90986578308185,5.678723234639601
106.02074824278115,12.98437754423578,38.082417549799175,5.705549232658489
105.87009598553517,12.955108655829353,38.005359008630045,5.694340177892966
105.86926698871038,12.96667941611485,38.03198273990447,5.6989592379505
106.04075950526487,12.978412159411636,38.02791493093248,5.697310997204733
106.12566913400998,12.990624915192141,38.09006213023773,5.706728061902953
106.41688320940078,13.026652565946591,38.192199203484584,5.72214697880482
106.68670789459401,13.067258993025401,38.250278593817846,5.731321493025401
107.11207867455492,13.126471416359097,38.42301990610074,5.75510034465914
107.39712085798415,13.154387619409466,38.47575343302214,5.764296484883847
107.81380943334781,13.215414506893183,38.589601623561656,5.780077531344984
107.88788146575119,13.22988527192792,38.630708417010425,5.787368463010204
108.07759876723296,13.247499864307425,38.66983197866913,5.792815247774642
108.29436680756079,13.283237048143725,38.77682727013678,5.809173411718411
108.3877313558402,13.297759545972644,38.7757485141663,5.809547838417282
108.59770374240122,13.334116251221234,38.86917878853669,5.8240504063992615
108.73972425572623,13.349031833478072,38.900166732251414,5.82758477393617
108.89967315051021,13.36749408041142,38.9468449780178,5.8337503053082935
108.94550713403713,13.376370495006514,38.94093259810573,5.832670277219931
109.0276770448871,13.39119236457881,38.98598380509119,5.839798377795267
109.27500262904364,13.416866671868215,39.07858550667608,5.8536046732522795
109.52687857889167,13.459501702941814,39.16667712630265,5.866495043828702
109.59411085744138,13.466645917010421,39.199722508684324,5.87180825621472
109.70041750909141,13.482496505916195,39.217006774451804,5.8740268298143725
109.82846677567304,13.49976635434759,39.232421875,5.875697968682154
109.91133253500868,13.507477084916413,39.23927986254342,5.876747465941164
110.06663650333803,13.527290745087928,39.310286938911204,5.88635534832284
110.03606708640903,13.532830818497612,39.323660714285715,5.889637412478289
108.29708659560899,13.282444942737733,38.79679867292662,5.810830133250109
108.60974688246309,13.319697218980677,38.86327658556774,5.819456364660226
108.90707051603886,13.365066031399262,38.99343841592488,5.839243310356057
109.07175041725466,13.37856744260204,39.02414818986105,5.8430329495495
108.54719430159032,13.304176532647633,38.831607634742724,5.81564849177703
108.74860236647851,13.332065597183021,38.902811889383415,5.826022613167607
109.22037915897742,13.39735959210812,39.03106851118107,5.8438589780992185
109.19489397321429,13.405711894132653,39.052872611810685,5.848475917960269
109.23095300287669,13.405778468302215,39.039123985698005,5.846146670104212
109.43644414215154,13.424431956958315,39.089316245115064,5.852347820777247
109.67191316353669,13.454232166603344,39.19230521330873,5.86778709156535
108.45231126858988,13.294068707935303,38.78402024872449,5.808751916657621
108.42840986959943,13.281216500895571,38.75901507544507,5.8043414839339995
108.79840832609639,13.327268864660226,38.855575607902736,5.81783653454733
108.89216850303951,13.353749694691706,38.92441160307208,5.828947212196049
109.16507340968302,13.386043255400564,38.96429207487516,5.835141154201042
108.99307501424772,13.372753439806774,38.942221253528004,5.831399007408814
109.07874876180526,13.371072123995875,38.95944954610834,5.833160890686061
109.3248357271765,13.403251618133956,39.03125424039297,5.844000183184976
109.23230356803626,13.40000983771168,39.01966609449631,5.843636781507816
109.32079293652302,13.405708925857578,39.024827924853454,5.843405256051889
109.49409737299175,13.441244691028007,39.094791864551674,5.854292464991316
109.57439939074034,13.433436007381676,39.083855467053844,5.849893057289405
109.64350973933456,13.463078898447677,39.13974681461681,5.860360467325228
109.94702731491533,13.495573029743813,39.22361118649587,5.872658030965046
109.93471618201802,13.500951544181502,39.22992640373969,5.873916155557968
110.03750330750651,13.489230249945724,39.223590408570345,5.869952236213634
109.97142992835433,13.515877727420756,39.24090902152084,5.875849774750326
110.18603876058403,13.531958569664567,39.3149594279201,5.886103468980678
110.43943828362463,13.559416386235345,39.384212253717976,5.8947784649099
110.60908580519974,13.588234096830222,39.413889491967,5.899336887348024
110.6598106579733,13.611630465018454,39.447565420782674,5.905479096558836
110.77559755617672,13.62371685708858,39.49985413048198,5.912269661854103
110.91390009294942,13.64635207473947,39.53085945980786,5.9174047777355625
110.98581461341185,13.654438080085757,39.538598601009554,5.918805379532132
111.1189434467271,13.683783719604863,39.55505047763786,5.92033107292119
111.23777325092271,13.69445339638515,39.627727420755534,5.9318751187310035
111.36313665259986,13.710153451340643,39.65909233540491,5.935281850439644
111.43610279051781,13.726573100982414,39.66749297790925,5.937581839584238
111.51005439576096,13.738011136968085,39.68782057370821,5.9400043760855405
111.61542095229049,13.75705601389492,39.7160183388515,5.944369012565132
